TEAM_ID_HOME,TEAM_ID_AWAY,FGM_HOME,FGA_HOME,FG_PCT_HOME,FG3M_HOME,FG3A_HOME,FG3_PCT_HOME,FTM_HOME,FTA_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FGM_AWAY,FGA_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3A_AWAY,FG3_PCT_AWAY,FTM_AWAY,FTA_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY,PTS_PAINT_HOME,PTS_2ND_CHANCE_HOME,PTS_FB_HOME,LARGEST_LEAD_HOME,LEAD_CHANGES_HOME,TIMES_TIED_HOME,TEAM_TURNOVERS_HOME,TOTAL_TURNOVERS_HOME,TEAM_REBOUNDS_HOME,PTS_OFF_TO_HOME,PTS_PAINT_AWAY,PTS_2ND_CHANCE_AWAY,PTS_FB_AWAY,LARGEST_LEAD_AWAY,LEAD_CHANGES_AWAY,TIMES_TIED_AWAY,TEAM_TURNOVERS_AWAY,TOTAL_TURNOVERS_AWAY,TEAM_REBOUNDS_AWAY,PTS_OFF_TO_AWAY,ATTENDANCE,PTS_QTR1_HOME,PTS_QTR2_HOME,PTS_QTR3_HOME,PTS_QTR4_HOME,PTS_OT1_HOME,PTS_OT2_HOME,PTS_OT3_HOME,PTS_OT4_HOME,PTS_OT5_HOME,PTS_OT6_HOME,PTS_OT7_HOME,PTS_OT8_HOME,PTS_OT9_HOME,PTS_OT10_HOME,PTS_QTR1_AWAY,PTS_QTR2_AWAY,PTS_QTR3_AWAY,PTS_QTR4_AWAY,PTS_OT1_AWAY,PTS_OT2_AWAY,PTS_OT3_AWAY,PTS_OT4_AWAY,PTS_OT5_AWAY,PTS_OT6_AWAY,PTS_OT7_AWAY,PTS_OT8_AWAY,PTS_OT9_AWAY,PTS_OT10_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
IND,BOS,35,91,0.385,8,23,0.348,22,29,0.759,21,32,53,18,10,1,14,20,2,35,83,0.422,10,27,0.37,18,22,0.818,15,34,49,20,7,5,19,22,-2,26,24,4,10,6,8,0,14,8,22,28,11,14,4,6,8,0,19,5,22,14022,23,26,24,27,0,0,0,0,0,0,0,0,0,0,16,27,29,26,0,0,0,0,0,0,0,0,0,0,3,1,1
ATL,BKN,37,76,0.487,8,22,0.364,19,24,0.792,6,28,34,27,15,10,15,17,14,36,83,0.434,5,21,0.238,10,13,0.769,14,29,43,24,9,4,19,19,-14,34,5,16,14,14,10,2,15,10,16,38,10,11,4,14,10,0,19,7,25,14044,23,18,31,29,0,0,0,0,0,0,0,0,0,0,17,26,27,17,0,0,0,0,0,0,0,0,0,0,2,1,1
WAS,SAS,42,87,0.483,8,23,0.348,10,14,0.714,4,29,33,27,11,3,10,19,3,37,81,0.457,7,22,0.318,18,20,0.9,9,40,49,21,5,3,21,21,-3,44,2,24,17,2,5,0,10,6,7,42,6,17,12,2,5,1,21,7,28,17721,22,25,19,36,0,0,0,0,0,0,0,0,0,0,23,28,22,26,0,0,0,0,0,0,0,0,0,0,1,1,1
OKC,TOR,39,82,0.476,8,23,0.348,12,14,0.857,11,30,41,26,8,10,19,29,-5,33,79,0.418,5,14,0.357,32,39,0.821,12,33,45,12,14,3,15,16,5,36,6,19,12,3,2,0,19,3,12,50,18,6,5,3,2,1,15,9,17,18203,23,16,42,17,0,0,0,0,0,0,0,0,0,0,13,27,33,30,0,0,0,0,0,0,0,0,0,0,1,1,0
CHI,OKC,40,90,0.444,7,18,0.389,17,21,0.81,11,36,47,20,3,7,6,17,6,38,84,0.452,5,13,0.385,17,20,0.85,9,35,44,21,2,8,9,18,-6,44,15,5,10,3,5,0,6,8,4,38,11,6,9,3,5,0,9,4,10,21861,25,32,19,28,0,0,0,0,0,0,0,0,0,0,28,22,23,25,0,0,0,0,0,0,0,0,0,0,2,0,1
POR,MEM,44,87,0.506,15,30,0.5,12,20,0.6,14,33,47,29,3,3,9,19,19,37,77,0.481,7,20,0.35,15,21,0.714,7,29,36,20,4,5,10,14,-19,40,20,4,26,16,9,1,9,6,10,36,15,4,5,16,9,2,10,8,13,19393,18,32,40,25,0,0,0,0,0,0,0,0,0,0,23,23,25,25,0,0,0,0,0,0,0,0,0,0,2,2,1
DAL,CHA,32,82,0.39,6,29,0.207,24,27,0.889,8,36,44,17,8,2,13,13,-14,44,89,0.494,6,27,0.222,14,17,0.824,8,40,48,19,8,6,11,25,14,36,3,4,3,8,8,0,13,4,17,58,7,4,24,8,8,0,11,5,12,19635,23,30,14,27,0,0,0,0,0,0,0,0,0,0,27,27,24,30,0,0,0,0,0,0,0,0,0,0,1,1,0
DEN,UTA,28,72,0.389,5,20,0.25,23,34,0.676,11,34,45,16,4,6,14,14,-12,37,85,0.435,11,24,0.458,11,17,0.647,12,31,43,23,6,6,11,26,12,32,15,12,13,7,5,1,14,10,23,38,18,10,17,7,5,1,11,11,10,9906,24,18,22,20,0,0,0,0,0,0,0,0,0,0,19,21,25,31,0,0,0,0,0,0,0,0,0,0,0,4,0
MIN,MIA,30,85,0.353,4,12,0.333,20,22,0.909,10,34,44,16,7,6,16,27,-12,37,76,0.487,4,14,0.286,18,25,0.72,7,35,42,14,6,6,16,19,12,36,18,9,5,3,1,0,16,10,22,48,7,16,21,3,1,0,16,7,14,11794,15,24,22,23,0,0,0,0,0,0,0,0,0,0,22,27,24,23,0,0,0,0,0,0,0,0,0,0,1,1,0
GSW,DEN,46,93,0.495,17,37,0.459,10,18,0.556,13,40,53,40,10,6,20,22,15,39,92,0.424,8,24,0.333,18,22,0.818,10,34,44,23,13,5,19,20,-15,48,23,31,32,0,1,0,20,7,23,44,7,21,0,0,1,0,19,8,20,19596,40,34,25,20,0,0,0,0,0,0,0,0,0,0,23,21,31,29,0,0,0,0,0,0,0,0,0,0,3,1,1
NYK,MIL,33,81,0.407,4,24,0.167,22,28,0.786,14,29,43,20,3,5,18,22,-7,35,81,0.432,3,14,0.214,26,29,0.897,13,28,41,21,6,5,12,24,7,44,24,14,0,0,3,3,18,11,21,48,16,8,14,0,3,0,12,8,13,19812,20,33,20,19,0,0,0,0,0,0,0,0,0,0,30,26,19,24,0,0,0,0,0,0,0,0,0,0,2,2,0
PHX,DET,37,92,0.402,10,30,0.333,8,13,0.615,11,35,46,14,8,3,16,29,-8,37,74,0.5,8,22,0.364,18,36,0.5,6,41,47,15,8,3,16,21,8,46,17,9,6,1,1,0,16,9,18,46,8,11,11,1,1,1,16,13,8,16676,14,26,23,29,0,0,0,0,0,0,0,0,0,0,21,21,25,33,0,0,0,0,0,0,0,0,0,0,0,2,0
BKN,LAL,40,93,0.43,3,19,0.158,15,20,0.75,14,32,46,21,6,6,16,29,-6,33,78,0.423,7,23,0.304,31,40,0.775,5,35,40,14,9,6,16,22,6,52,16,16,11,6,11,1,16,10,19,38,5,10,11,6,11,1,16,16,17,17732,27,20,25,26,0,0,0,0,0,0,0,0,0,0,18,34,27,25,0,0,0,0,0,0,0,0,0,0,0,2,0
BOS,WAS,44,97,0.454,12,30,0.4,18,23,0.783,15,38,53,24,18,5,17,21,20,36,88,0.409,8,25,0.32,18,23,0.783,10,35,45,23,10,8,24,27,-20,48,18,18,30,3,2,0,17,6,17,42,12,27,5,3,2,0,24,11,24,18624,40,32,28,18,0,0,0,0,0,0,0,0,0,0,25,24,25,24,0,0,0,0,0,0,0,0,0,0,4,0,1
ORL,TOR,33,77,0.429,9,25,0.36,17,22,0.773,6,34,40,22,4,4,13,25,5,30,86,0.349,5,23,0.217,22,29,0.759,15,29,44,13,5,5,10,18,-5,34,10,4,10,5,10,1,13,14,16,36,18,10,7,5,10,1,10,14,19,16578,21,24,19,28,0,0,0,0,0,0,0,0,0,0,15,21,33,18,0,0,0,0,0,0,0,0,0,0,1,2,1
CLE,PHI,45,88,0.511,10,26,0.385,8,12,0.667,11,34,45,29,9,0,17,20,6,41,79,0.519,10,23,0.435,10,15,0.667,7,31,38,23,9,4,16,18,-6,40,13,20,17,3,0,0,17,4,15,50,6,10,2,3,0,0,16,3,16,20562,28,21,32,27,0,0,0,0,0,0,0,0,0,0,25,25,23,29,0,0,0,0,0,0,0,0,0,0,4,0,1
IND,MIA,36,80,0.45,5,15,0.333,13,24,0.542,9,34,43,21,4,5,12,15,3,36,81,0.444,6,20,0.3,9,13,0.692,7,33,40,21,5,6,12,19,-3,30,12,6,7,8,10,0,12,14,18,44,15,8,13,8,10,1,12,7,9,16914,16,33,22,19,0,0,0,0,0,0,0,0,0,0,26,23,19,19,0,0,0,0,0,0,0,0,0,0,2,2,1
SAC,HOU,40,93,0.43,9,28,0.321,21,29,0.724,14,29,43,26,14,3,15,19,-6,40,82,0.488,15,36,0.417,21,27,0.778,14,35,49,23,8,4,22,26,6,56,18,26,2,2,2,0,15,12,19,44,17,32,20,2,2,1,22,5,34,16983,23,27,28,32,0,0,0,0,0,0,0,0,0,0,29,32,24,31,0,0,0,0,0,0,0,0,0,0,1,3,0
NOP,ATL,42,84,0.5,10,30,0.333,21,24,0.875,6,26,32,30,9,7,13,24,-6,41,77,0.532,9,21,0.429,30,35,0.857,6,35,41,30,10,6,15,21,6,46,14,17,6,1,5,1,13,7,19,48,10,17,17,1,5,0,15,6,15,16983,28,19,32,36,0,0,0,0,0,0,0,0,0,0,26,32,31,32,0,0,0,0,0,0,0,0,0,0,0,2,0
PHI,ORL,36,80,0.45,11,33,0.333,14,26,0.538,10,28,38,24,6,10,17,20,-8,39,83,0.47,6,13,0.462,21,24,0.875,10,31,41,24,10,7,13,23,8,46,9,16,9,3,2,1,17,14,27,48,20,25,15,3,2,0,13,10,13,15207,17,27,29,24,0,0,0,0,0,0,0,0,0,0,25,26,30,24,0,0,0,0,0,0,0,0,0,0,1,3,0
SAS,CHA,45,81,0.556,9,21,0.429,15,23,0.652,6,36,42,35,11,3,13,26,20,34,73,0.466,6,19,0.316,20,31,0.645,6,27,33,15,7,0,15,18,-20,40,11,8,25,8,8,1,13,8,18,36,3,15,6,8,8,0,15,11,21,18418,29,22,42,21,0,0,0,0,0,0,0,0,0,0,21,26,29,18,0,0,0,0,0,0,0,0,0,0,1,1,1
CHI,MIN,33,93,0.355,11,32,0.344,16,23,0.696,10,40,50,20,7,6,19,26,-9,39,96,0.406,7,16,0.438,17,27,0.63,14,44,58,26,8,7,15,23,9,36,14,4,6,18,15,1,19,15,16,50,18,17,9,18,15,0,15,11,19,21988,28,29,20,16,0,0,0,0,0,0,0,0,0,0,30,28,18,17,9,0,0,0,0,0,0,0,0,0,0,2,0
LAC,HOU,42,88,0.477,4,22,0.182,17,25,0.68,11,30,41,29,8,5,12,23,-4,38,86,0.442,7,30,0.233,26,29,0.897,11,36,47,16,7,3,14,27,4,56,12,10,10,7,10,0,12,10,9,54,15,22,11,7,10,0,14,7,20,19361,32,26,20,27,0,0,0,0,0,0,0,0,0,0,32,24,27,26,0,0,0,0,0,0,0,0,0,0,2,2,0
UTA,MEM,31,74,0.419,12,27,0.444,15,18,0.833,9,40,49,18,7,10,21,20,10,30,91,0.33,6,19,0.316,13,14,0.929,13,31,44,16,8,1,14,21,-10,32,2,10,21,3,0,0,21,7,16,38,8,12,8,3,0,0,14,8,15,19456,21,30,26,12,0,0,0,0,0,0,0,0,0,0,19,19,19,22,0,0,0,0,0,0,0,0,0,0,2,1,1
MIL,BKN,37,82,0.451,8,20,0.4,12,16,0.75,10,31,41,27,9,6,17,16,8,34,82,0.415,3,9,0.333,15,19,0.789,17,35,52,18,11,3,18,18,-8,46,11,20,17,9,11,2,17,5,20,52,14,7,8,9,11,0,18,3,24,15228,18,26,23,27,0,0,0,0,0,0,0,0,0,0,24,20,17,25,0,0,0,0,0,0,0,0,0,0,3,0,1
DAL,NOP,40,84,0.476,9,24,0.375,18,22,0.818,6,36,42,20,5,2,11,17,9,39,86,0.453,9,28,0.321,11,13,0.846,7,35,42,21,7,6,12,24,-9,48,4,18,16,9,7,2,11,8,13,34,12,18,8,9,7,0,12,5,16,20454,26,16,30,35,0,0,0,0,0,0,0,0,0,0,21,27,22,28,0,0,0,0,0,0,0,0,0,0,2,2,1
ATL,WAS,43,92,0.467,13,33,0.394,15,15,1,10,29,39,37,12,4,14,15,15,38,78,0.487,8,24,0.333,15,17,0.882,8,33,41,27,11,3,25,18,-15,46,8,16,16,19,19,0,14,6,13,46,8,21,7,19,19,1,25,5,31,18047,19,22,34,39,0,0,0,0,0,0,0,0,0,0,19,26,33,21,0,0,0,0,0,0,0,0,0,0,2,2,1
SAC,GSW,38,87,0.437,6,19,0.316,12,16,0.75,13,32,45,26,9,3,22,19,-9,38,92,0.413,8,39,0.205,19,22,0.864,15,31,46,27,13,2,18,15,9,54,9,16,5,6,2,1,22,8,29,48,19,20,14,6,2,0,18,11,20,17317,14,24,30,26,0,0,0,0,0,0,0,0,0,0,20,26,26,31,0,0,0,0,0,0,0,0,0,0,0,4,0
NYK,LAL,33,84,0.393,9,27,0.333,24,29,0.828,10,42,52,22,5,5,9,15,4,36,94,0.383,9,27,0.333,14,23,0.609,12,34,46,19,7,3,10,20,-4,26,16,8,8,20,14,0,9,10,10,22,14,6,8,20,14,1,10,15,12,19812,25,20,26,28,0,0,0,0,0,0,0,0,0,0,25,24,21,25,0,0,0,0,0,0,0,0,0,0,2,0,1
CLE,IND,38,83,0.458,8,24,0.333,17,25,0.68,11,37,48,25,5,4,10,20,4,39,90,0.433,6,18,0.333,13,19,0.684,12,35,47,22,5,4,7,20,-4,48,10,13,11,21,15,0,10,8,16,36,11,9,4,21,15,0,7,7,13,20562,24,23,27,27,0,0,0,0,0,0,0,0,0,0,22,20,31,24,0,0,0,0,0,0,0,0,0,0,3,1,1
MIA,TOR,35,83,0.422,8,20,0.4,18,25,0.72,13,35,48,18,8,8,11,20,20,28,71,0.394,3,19,0.158,17,22,0.773,7,31,38,17,8,5,18,21,-20,44,19,10,22,3,7,1,11,8,16,38,4,7,7,3,7,2,18,9,23,19600,22,22,30,22,0,0,0,0,0,0,0,0,0,0,24,23,16,13,0,0,0,0,0,0,0,0,0,0,1,3,1
POR,DET,41,76,0.539,9,25,0.36,12,18,0.667,7,33,40,24,5,2,23,22,-17,47,96,0.49,11,30,0.367,15,22,0.682,18,28,46,16,13,5,9,16,17,42,8,10,18,6,2,1,23,7,25,54,27,6,19,6,2,0,9,4,12,19393,32,25,35,11,0,0,0,0,0,0,0,0,0,0,23,24,32,41,0,0,0,0,0,0,0,0,0,0,0,2,0
OKC,PHX,49,94,0.521,4,20,0.2,22,30,0.733,17,35,52,26,14,8,15,25,21,38,84,0.452,7,16,0.438,20,26,0.769,7,26,33,18,7,1,23,25,-21,64,29,27,24,9,4,0,15,7,19,40,14,16,3,9,4,0,23,13,30,18203,29,31,29,35,0,0,0,0,0,0,0,0,0,0,29,25,23,26,0,0,0,0,0,0,0,0,0,0,3,0,1
PHI,CHI,35,100,0.35,5,25,0.2,13,23,0.565,15,37,52,19,6,9,17,13,-23,41,96,0.427,10,25,0.4,19,23,0.826,13,45,58,28,6,10,14,19,23,50,13,14,3,6,1,4,17,19,21,38,20,27,26,6,1,0,14,5,16,13879,22,21,19,26,0,0,0,0,0,0,0,0,0,0,31,21,24,35,0,0,0,0,0,0,0,0,0,0,0,4,0
GSW,DET,43,91,0.473,12,21,0.571,11,13,0.846,13,28,41,29,13,4,16,18,14,40,85,0.471,6,19,0.316,9,15,0.6,12,29,41,15,9,3,20,14,-14,48,14,35,18,1,1,0,16,10,13,52,18,13,2,1,1,0,20,9,18,19596,27,28,25,29,0,0,0,0,0,0,0,0,0,0,15,31,30,19,0,0,0,0,0,0,0,0,0,0,1,1,1
LAC,MEM,28,68,0.412,5,19,0.263,33,37,0.892,8,32,40,14,5,8,18,20,2,35,80,0.438,2,11,0.182,20,29,0.69,10,30,40,21,11,3,14,28,-2,30,12,11,8,14,11,0,18,4,18,44,15,10,6,14,11,0,14,14,17,19060,25,21,24,24,0,0,0,0,0,0,0,0,0,0,26,20,20,26,0,0,0,0,0,0,0,0,0,0,2,1,1
IND,ORL,34,77,0.442,11,25,0.44,18,22,0.818,6,36,42,25,12,4,18,16,13,31,78,0.397,10,33,0.303,12,17,0.706,7,37,44,16,9,3,22,20,-13,36,5,8,13,12,8,0,18,5,34,32,7,16,5,12,8,1,22,8,21,13104,25,24,23,25,0,0,0,0,0,0,0,0,0,0,25,23,23,13,0,0,0,0,0,0,0,0,0,0,3,1,1
ATL,MIN,44,86,0.512,13,31,0.419,6,7,0.857,4,23,27,30,13,6,17,19,-10,46,80,0.575,7,15,0.467,18,22,0.818,8,32,40,27,10,5,19,18,10,52,9,10,1,1,2,0,17,7,23,46,18,21,34,2,2,0,19,7,35,12016,19,23,42,23,0,0,0,0,0,0,0,0,0,0,30,42,21,24,0,0,0,0,0,0,0,0,0,0,0,2,0
SAC,SAS,34,84,0.405,7,19,0.368,13,19,0.684,11,31,42,25,10,5,19,14,-18,46,87,0.529,6,23,0.261,8,11,0.727,8,38,46,34,11,7,16,19,18,32,11,16,5,4,5,0,19,7,20,52,13,18,22,4,5,0,16,5,19,17317,24,19,26,19,0,0,0,0,0,0,0,0,0,0,23,26,23,34,0,0,0,0,0,0,0,0,0,0,0,3,0
DEN,POR,40,77,0.519,7,19,0.368,21,32,0.656,8,39,47,20,5,7,15,20,4,36,91,0.396,10,29,0.345,22,27,0.815,10,29,39,20,6,3,10,22,-4,52,15,9,7,14,12,1,15,12,17,40,15,10,6,14,12,1,10,10,8,9153,29,28,22,29,0,0,0,0,0,0,0,0,0,0,33,25,22,24,0,0,0,0,0,0,0,0,0,0,1,3,1
CLE,UTA,37,74,0.5,11,24,0.458,33,43,0.767,11,24,35,24,9,6,17,21,4,40,82,0.488,10,22,0.455,24,28,0.857,13,24,37,30,11,0,16,35,-4,40,9,14,12,8,10,1,17,15,29,52,11,20,9,8,10,0,16,6,16,20562,27,25,28,38,0,0,0,0,0,0,0,0,0,0,22,26,32,34,0,0,0,0,0,0,0,0,0,0,1,1,1
MIA,LAL,38,84,0.452,5,20,0.25,20,27,0.741,15,32,47,23,7,7,12,12,13,34,77,0.442,11,22,0.5,9,12,0.75,5,31,36,21,7,7,18,21,-13,46,21,10,18,8,5,2,12,10,16,30,8,14,6,8,5,1,18,6,25,19825,29,21,25,26,0,0,0,0,0,0,0,0,0,0,23,26,17,22,0,0,0,0,0,0,0,0,0,0,1,1,1
MIL,BOS,30,73,0.411,6,17,0.353,17,23,0.739,9,32,41,14,10,2,18,18,-16,38,86,0.442,7,30,0.233,16,19,0.842,14,31,45,21,11,6,13,18,16,38,11,11,12,1,2,1,18,8,21,40,14,15,18,1,2,1,13,6,18,11822,24,18,17,24,0,0,0,0,0,0,0,0,0,0,24,22,30,23,0,0,0,0,0,0,0,0,0,0,1,3,0
MIN,CHA,36,80,0.45,9,19,0.474,14,19,0.737,10,38,48,25,6,4,22,21,-9,38,78,0.487,8,26,0.308,20,27,0.741,4,30,34,18,8,5,16,20,9,32,15,17,11,5,5,0,22,4,22,44,7,5,13,5,5,0,16,10,15,14722,31,28,21,15,0,0,0,0,0,0,0,0,0,0,32,31,22,19,0,0,0,0,0,0,0,0,0,0,0,2,0
WAS,OKC,38,97,0.392,5,24,0.208,20,26,0.769,12,29,41,17,8,5,8,22,-24,44,86,0.512,15,23,0.652,22,29,0.759,10,43,53,27,4,2,13,22,24,48,15,16,0,0,4,0,8,12,7,42,12,13,29,0,4,1,13,8,14,20356,23,27,21,30,0,0,0,0,0,0,0,0,0,0,37,31,29,28,0,0,0,0,0,0,0,0,0,0,0,2,0
TOR,NYK,37,84,0.44,4,17,0.235,31,39,0.795,14,35,49,25,7,6,12,17,-2,42,95,0.442,11,23,0.478,16,18,0.889,13,31,44,22,8,7,10,27,2,60,19,14,5,13,13,1,12,10,11,34,18,13,13,13,13,1,10,7,17,19800,17,35,33,24,0,0,0,0,0,0,0,0,0,0,24,36,25,26,0,0,0,0,0,0,0,0,0,0,3,1,0
NOP,DAL,46,92,0.5,14,33,0.424,14,18,0.778,9,39,48,25,9,5,11,27,15,39,88,0.443,5,20,0.25,22,26,0.846,8,36,44,20,4,4,13,17,-15,46,16,23,28,0,0,0,11,5,17,58,10,9,0,0,0,0,13,6,18,17128,29,29,36,26,0,0,0,0,0,0,0,0,0,0,22,18,35,30,0,0,0,0,0,0,0,0,0,0,2,2,1
PHI,TOR,40,87,0.46,12,29,0.414,11,17,0.647,11,26,37,28,2,7,12,24,-16,43,89,0.483,5,18,0.278,28,31,0.903,17,39,56,22,7,7,8,18,16,54,4,12,7,12,5,1,12,5,16,58,18,25,21,12,5,0,8,4,10,12744,34,23,20,26,0,0,0,0,0,0,0,0,0,0,29,34,33,23,0,0,0,0,0,0,0,0,0,0,0,4,0
BOS,IND,32,77,0.416,4,24,0.167,23,32,0.719,8,28,36,18,10,3,18,26,-11,38,79,0.481,6,17,0.353,20,31,0.645,10,31,41,20,9,6,19,28,11,44,12,9,7,4,4,0,18,15,16,50,14,13,11,4,4,1,19,14,20,17879,23,26,25,17,0,0,0,0,0,0,0,0,0,0,31,20,30,21,0,0,0,0,0,0,0,0,0,0,1,3,0
ORL,LAL,40,100,0.4,13,28,0.464,8,12,0.667,23,31,54,22,7,4,8,19,2,39,79,0.494,7,22,0.318,14,18,0.778,7,36,43,25,5,7,14,11,-2,32,19,7,5,25,15,0,8,2,5,44,11,9,7,25,15,1,14,9,21,18846,26,22,26,27,0,0,0,0,0,0,0,0,0,0,25,20,25,29,0,0,0,0,0,0,0,0,0,0,1,1,1
HOU,BKN,42,98,0.429,8,34,0.235,6,12,0.5,13,32,45,25,9,9,7,14,-8,42,98,0.429,8,17,0.471,14,17,0.824,20,40,60,25,5,11,11,13,8,66,12,19,11,12,10,0,7,10,8,44,33,8,8,12,10,0,11,6,17,18155,28,21,34,15,0,0,0,0,0,0,0,0,0,0,22,33,24,27,0,0,0,0,0,0,0,0,0,0,0,2,0
POR,SAS,39,88,0.443,9,22,0.409,14,23,0.609,10,26,36,26,6,3,9,15,-12,46,82,0.561,7,15,0.467,14,18,0.778,8,34,42,27,4,4,11,21,12,36,19,16,8,6,2,0,9,15,10,46,6,7,12,6,2,0,11,5,8,19393,24,22,29,26,0,0,0,0,0,0,0,0,0,0,28,30,23,32,0,0,0,0,0,0,0,0,0,0,0,3,0
DAL,LAC,42,76,0.553,11,24,0.458,23,30,0.767,8,36,44,23,8,3,14,29,10,37,86,0.43,12,27,0.444,22,33,0.667,13,28,41,21,4,2,10,24,-10,26,8,12,14,14,9,1,14,6,21,34,17,10,10,14,9,0,10,10,15,19805,27,26,31,34,0,0,0,0,0,0,0,0,0,0,35,19,24,30,0,0,0,0,0,0,0,0,0,0,1,3,1
ATL,NOP,42,86,0.488,10,26,0.385,12,16,0.75,8,36,44,26,10,7,13,16,8,37,83,0.446,14,29,0.483,10,15,0.667,8,32,40,21,6,0,19,21,-8,50,10,15,14,11,12,1,13,7,11,34,15,11,12,11,12,0,19,8,23,15597,24,23,29,30,0,0,0,0,0,0,0,0,0,0,26,30,19,23,0,0,0,0,0,0,0,0,0,0,2,0,1
SAC,DET,37,74,0.5,9,16,0.563,18,24,0.75,7,39,46,20,7,2,19,20,9,34,89,0.382,9,32,0.281,15,20,0.75,14,31,45,16,10,3,16,20,-9,38,7,11,19,1,1,1,19,6,20,42,12,16,3,1,1,0,16,6,15,17317,36,25,25,15,0,0,0,0,0,0,0,0,0,0,23,26,21,22,0,0,0,0,0,0,0,0,0,0,1,1,1
DEN,MIL,39,79,0.494,8,24,0.333,17,24,0.708,14,22,36,27,10,6,14,12,1,42,79,0.532,10,22,0.455,8,9,0.889,8,25,33,26,8,4,17,23,-1,46,11,14,13,16,5,0,14,10,21,52,12,14,13,15,5,1,17,6,21,9403,25,28,34,16,0,0,0,0,0,0,0,0,0,0,32,32,16,22,0,0,0,0,0,0,0,0,0,0,1,1,1
CHA,NYK,35,84,0.417,8,23,0.348,17,28,0.607,7,26,33,21,11,5,5,9,2,42,86,0.488,4,21,0.19,5,7,0.714,11,41,52,20,5,5,17,24,-2,40,8,12,3,5,9,0,5,14,4,28,10,6,12,5,9,1,17,7,25,16643,18,31,20,26,0,0,0,0,0,0,0,0,0,0,27,20,32,14,0,0,0,0,0,0,0,0,0,0,3,1,1
MEM,GSW,24,70,0.343,3,15,0.2,33,36,0.917,10,31,41,15,14,5,21,26,-16,36,75,0.48,11,27,0.407,17,23,0.739,7,29,36,22,12,8,23,30,16,32,11,8,1,2,1,0,21,8,25,34,8,16,21,2,1,0,23,9,22,18119,15,26,22,21,0,0,0,0,0,0,0,0,0,0,26,21,27,26,0,0,0,0,0,0,0,0,0,0,0,4,0
PHX,LAC,44,83,0.53,14,30,0.467,16,21,0.762,9,37,46,22,10,3,21,23,14,40,90,0.444,9,26,0.346,15,28,0.536,12,25,37,17,13,3,15,17,-14,46,9,19,25,3,4,2,21,9,19,44,23,12,3,3,4,1,15,15,14,17204,30,28,35,25,0,0,0,0,0,0,0,0,0,0,25,24,24,31,0,0,0,0,0,0,0,0,0,0,2,2,1
MIA,UTA,36,77,0.468,4,13,0.308,16,25,0.64,8,39,47,14,6,11,15,20,1,34,89,0.382,4,17,0.235,19,25,0.76,11,31,42,13,10,9,10,23,-1,46,7,12,12,4,8,0,15,12,12,54,17,11,4,4,8,0,10,10,13,19600,28,18,20,26,0,0,0,0,0,0,0,0,0,0,22,23,21,25,0,0,0,0,0,0,0,0,0,0,1,1,1
MIN,GSW,43,87,0.494,3,9,0.333,27,36,0.75,15,32,47,21,4,1,13,18,-13,48,89,0.539,18,38,0.474,15,16,0.938,6,27,33,34,8,7,11,25,13,50,28,12,0,0,0,0,13,10,20,42,16,15,21,0,0,0,11,5,15,16130,27,36,24,29,0,0,0,0,0,0,0,0,0,0,40,35,22,32,0,0,0,0,0,0,0,0,0,0,1,2,0
CHI,CHA,37,84,0.44,4,16,0.25,24,31,0.774,10,47,57,27,4,6,11,16,5,36,95,0.379,15,33,0.455,10,12,0.833,9,36,45,21,9,4,7,21,-5,36,12,13,8,9,8,0,11,11,11,22,11,6,5,9,8,1,7,2,9,21749,23,27,23,29,0,0,0,0,0,0,0,0,0,0,23,23,29,22,0,0,0,0,0,0,0,0,0,0,1,3,1
NYK,CLE,29,79,0.367,9,27,0.333,17,21,0.81,10,36,46,16,7,4,15,26,-6,33,78,0.423,6,28,0.214,18,31,0.581,12,37,49,12,6,1,12,19,6,22,14,11,10,2,5,1,15,10,22,36,6,8,9,2,5,0,12,7,7,19812,23,30,19,12,0,0,0,0,0,0,0,0,0,0,29,17,20,24,0,0,0,0,0,0,0,0,0,0,0,4,0
BOS,ATL,42,103,0.408,11,33,0.333,11,12,0.917,17,33,50,27,10,7,10,18,13,36,76,0.474,6,20,0.3,15,20,0.75,5,30,35,26,3,2,17,14,-13,50,24,11,15,8,11,0,10,10,10,48,7,4,5,8,11,1,17,12,15,17138,23,22,35,26,0,0,0,0,0,0,0,0,0,0,26,19,24,24,0,0,0,0,0,0,0,0,0,0,1,3,1
ORL,UTA,32,76,0.421,10,27,0.37,28,31,0.903,10,35,45,20,11,11,22,20,9,34,87,0.391,8,25,0.32,17,23,0.739,12,29,41,24,14,6,17,24,-9,24,12,9,23,0,0,2,22,13,19,42,13,18,0,0,0,0,17,7,20,16709,33,19,28,22,0,0,0,0,0,0,0,0,0,0,15,25,23,30,0,0,0,0,0,0,0,0,0,0,2,0,1
