TEAM_ABBREVIATION_HOME,TEAM_ABBREVIATION_AWAY,FGM_HOME,FG_PCT_HOME,FG3_PCT_HOME,DREB_HOME,AST_HOME,FGM_AWAY,FG_PCT_AWAY,FG3_PCT_AWAY,DREB_AWAY,LARGEST_LEAD_HOME,LARGEST_LEAD_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
CHA,NYK,43,0.489,0.45,35,30,36,0.419,0.167,27,27,4,2,2,1
MIN,POR,42,0.462,0.368,21,19,46,0.548,0.417,33,5,10,2,2,1
OKC,DEN,39,0.481,0.292,34,13,37,0.43,0.324,37,15,10,1,3,1
PHI,SAC,34,0.42,0.286,40,21,41,0.451,0.259,30,16,8,0,2,0
MIL,CLE,43,0.524,0.379,32,27,40,0.5,0.39,30,20,11,1,3,1
WAS,NOP,46,0.5,0.4,34,29,34,0.425,0.25,31,25,2,2,0,1
GSW,MEM,34,0.459,0.333,30,26,28,0.333,0.387,26,15,10,2,1,1
CHI,ORL,44,0.506,0.344,42,31,35,0.393,0.185,29,30,0,4,0,1
BKN,SAC,32,0.39,0.357,24,15,40,0.488,0.368,35,1,21,0,2,0
BOS,MIA,30,0.375,0.406,39,18,33,0.44,0.357,40,12,12,1,2,0
LAC,PHX,41,0.471,0.333,41,22,35,0.361,0.229,36,25,0,4,0,1
HOU,LAL,37,0.411,0.405,35,19,40,0.471,0.429,37,3,22,3,1,0
POR,SAS,38,0.396,0.24,25,18,41,0.519,0.353,44,6,11,1,2,0
DAL,DET,40,0.533,0.467,33,22,33,0.429,0.292,32,24,9,1,1,1
ATL,IND,35,0.432,0.276,32,27,40,0.488,0.333,29,9,20,1,3,0
DEN,MIN,36,0.5,0.464,34,27,43,0.494,0.333,29,14,8,1,3,0
CHA,TOR,39,0.459,0.304,31,21,49,0.538,0.485,33,4,25,0,4,0
OKC,UTA,40,0.519,0.348,34,23,26,0.356,0.226,28,33,0,3,1,1
PHI,TOR,45,0.523,0.31,27,27,35,0.412,0.343,26,22,6,1,3,0
NYK,BOS,36,0.456,0.571,38,13,33,0.384,0.342,26,14,9,1,3,1
PHX,MEM,33,0.407,0.385,32,21,39,0.433,0.192,35,12,12,3,1,1
CLE,CHI,42,0.512,0.414,28,25,47,0.553,0.387,30,10,5,4,0,1
UTA,SAS,34,0.459,0.462,36,18,34,0.436,0.476,33,13,1,3,1,1
GSW,LAL,42,0.494,0.292,32,24,40,0.426,0.379,31,23,3,4,0,1
BKN,WAS,44,0.5,0.341,47,29,34,0.366,0.25,28,40,0,2,1,1
ORL,NOP,36,0.424,0.2,30,16,43,0.5,0.333,37,0,27,1,1,0
HOU,LAC,36,0.462,0.425,34,16,43,0.473,0.429,29,15,13,2,2,0
MIA,DAL,46,0.639,0.64,33,25,38,0.507,0.486,19,13,0,2,0,1
DET,NYK,38,0.432,0.4,29,19,44,0.454,0.333,35,13,5,3,0,1
POR,DEN,35,0.422,0.273,24,15,42,0.494,0.28,33,2,21,1,3,0
MIL,CHA,41,0.471,0.276,37,27,39,0.443,0.462,34,5,12,2,2,1
OKC,ATL,44,0.537,0.52,25,24,44,0.518,0.469,20,16,5,2,0,1
GSW,DEN,32,0.381,0.111,27,25,38,0.463,0.25,35,3,19,2,2,0
LAL,POR,36,0.424,0.32,44,23,39,0.411,0.4,38,9,5,0,3,0
PHX,MIN,40,0.465,0.344,27,24,42,0.5,0.375,34,0,22,2,2,0
BOS,CHI,44,0.478,0.375,38,29,34,0.395,0.368,39,25,7,3,1,1
MIA,NOP,36,0.424,0.313,25,18,39,0.534,0.6,31,4,24,0,2,0
UTA,OKC,33,0.458,0.231,31,16,39,0.443,0.414,30,1,15,1,3,0
IND,BKN,47,0.522,0.435,34,31,42,0.429,0.444,33,9,19,4,0,1
ATL,DAL,42,0.56,0.417,32,29,43,0.506,0.273,23,10,5,2,0,1
SAC,SAS,40,0.465,0.545,33,21,44,0.5,0.478,37,5,15,0,4,0
CHA,MIL,36,0.486,0.429,34,22,42,0.483,0.308,28,6,18,2,2,1
WAS,ORL,47,0.547,0.533,37,29,42,0.483,0.308,24,29,1,3,1,1
TOR,PHI,35,0.412,0.333,36,18,33,0.413,0.259,34,21,3,3,1,1
MEM,LAC,40,0.444,0.419,32,28,39,0.494,0.382,31,16,7,2,2,1
GSW,CLE,38,0.463,0.27,37,28,28,0.318,0.417,31,9,7,2,0,1
LAL,MIN,40,0.435,0.333,24,21,49,0.583,0.344,35,2,17,0,4,0
NYK,PHI,38,0.404,0.267,27,18,35,0.427,0.357,36,7,9,0,4,0
BOS,WAS,39,0.481,0.483,37,20,43,0.462,0.231,33,5,11,1,3,0
OKC,HOU,43,0.544,0.444,31,21,35,0.432,0.324,26,8,8,2,1,1
SAS,BKN,41,0.513,0.438,38,18,39,0.419,0.375,33,17,2,2,0,1
PHX,MEM,32,0.444,0.364,35,24,35,0.402,0.15,28,11,4,3,1,1
LAC,SAC,44,0.543,0.419,40,31,40,0.417,0.318,27,27,4,4,0,1
MIA,ORL,41,0.451,0.333,37,22,33,0.407,0.25,32,21,11,2,2,1
DET,IND,41,0.5,0.353,36,26,34,0.442,0.286,21,27,0,3,1,1
MIL,CHI,39,0.47,0.323,37,23,45,0.437,0.357,32,9,11,2,2,0
DAL,TOR,40,0.426,0.25,40,20,30,0.337,0.29,37,11,7,1,1,1
DEN,UTA,39,0.481,0.367,43,23,27,0.321,0.286,30,24,3,2,2,1
GSW,UTA,51,0.593,0.478,46,37,37,0.402,0.261,33,30,7,1,3,1
LAL,MEM,35,0.376,0.286,27,14,35,0.493,0.238,32,4,13,2,2,0
CHI,NYK,35,0.407,0.357,46,23,37,0.407,0.174,44,5,15,3,1,1
IND,DAL,38,0.481,0.4,32,27,40,0.513,0.276,31,9,4,0,2,0
ATL,WAS,41,0.436,0.297,37,28,35,0.432,0.375,31,18,10,2,2,1
SAC,CLE,41,0.519,0.4,33,25,32,0.432,0.387,30,17,8,1,1,1
MIN,DEN,47,0.522,0.414,35,27,42,0.462,0.385,37,19,3,3,1,1
CHA,BOS,32,0.368,0.304,33,15,37,0.474,0.441,37,0,20,0,3,0
OKC,TOR,46,0.529,0.36,37,25,36,0.424,0.289,27,21,12,2,0,1
NOP,BKN,48,0.533,0.515,37,40,41,0.456,0.5,33,33,3,2,0,1
SAS,NYK,41,0.513,0.45,33,28,41,0.456,0.357,32,17,1,2,0,1
BOS,HOU,37,0.451,0.276,34,18,30,0.375,0.326,36,1,26,1,1,1
ORL,DET,37,0.451,0.423,39,22,35,0.402,0.391,32,17,5,2,1,1
POR,PHI,35,0.467,0.333,39,15,42,0.483,0.5,32,10,18,1,1,1
MIL,MIN,41,0.547,0.333,29,23,34,0.479,0.321,27,9,20,1,1,1
GSW,CHA,40,0.46,0.364,35,32,41,0.461,0.3,34,9,15,1,1,0
LAL,LAC,46,0.489,0.158,24,25,42,0.488,0.281,34,0,18,1,3,0
CHI,IND,43,0.506,0.462,33,31,43,0.462,0.318,32,19,4,1,3,1
MIA,BKN,30,0.337,0.115,31,12,39,0.494,0.423,46,10,38,1,3,0
SAC,PHX,37,0.463,0.348,29,23,41,0.482,0.433,31,4,14,1,3,0
WAS,HOU,47,0.534,0.5,35,23,38,0.427,0.292,27,28,5,1,1,1
TOR,ATL,46,0.438,0.351,32,22,38,0.432,0.375,34,22,5,4,0,1
OKC,MIL,38,0.458,0.28,35,16,40,0.471,0.31,31,0,22,1,1,0
NOP,DAL,42,0.494,0.258,27,28,46,0.554,0.564,38,0,26,3,1,0
GSW,MEM,50,0.588,0.545,31,37,49,0.521,0.714,25,21,3,2,1,1
ORL,MIA,44,0.543,0.444,28,31,45,0.511,0.5,29,18,6,2,2,0
DET,SAS,36,0.444,0.333,39,22,31,0.369,0.192,36,19,0,1,1,1
UTA,CLE,38,0.463,0.323,38,24,34,0.42,0.3,37,15,14,1,1,1
ATL,POR,40,0.449,0.467,32,29,36,0.424,0.28,31,19,11,1,1,1
DEN,PHI,35,0.402,0.219,38,18,45,0.484,0.333,34,14,11,0,2,0
NOP,NYK,38,0.452,0.231,44,24,41,0.436,0.263,42,8,16,1,1,0
PHX,PHI,37,0.42,0.37,23,18,43,0.558,0.417,33,3,18,1,1,0
BOS,BKN,39,0.494,0.424,42,21,39,0.411,0.306,34,14,2,4,0,1
LAC,CHA,36,0.474,0.357,36,24,36,0.387,0.333,32,10,14,1,1,1
HOU,LAL,49,0.462,0.346,28,29,53,0.505,0.4,39,9,17,3,1,1
IND,MIN,33,0.388,0.4,30,20,41,0.477,0.211,31,0,29,1,1,0
SAC,MEM,37,0.43,0.375,30,20,41,0.539,0.467,38,3,33,1,2,0
WAS,CHI,43,0.462,0.444,35,27,42,0.457,0.229,36,4,12,2,1,1
OKC,DAL,43,0.483,0.313,34,18,46,0.517,0.441,28,6,6,2,2,0
CHI,POR,45,0.433,0.407,43,28,47,0.435,0.424,38,7,10,0,2,0
BKN,ORL,36,0.439,0.36,42,17,35,0.365,0.194,33,3,8,3,1,1
MIN,LAL,40,0.494,0.35,34,26,34,0.447,0.308,28,20,0,4,0,1
TOR,MIL,45,0.495,0.424,34,25,44,0.473,0.481,33,11,4,2,1,1
NYK,SAS,35,0.402,0.318,38,21,31,0.378,0.37,36,9,16,0,2,0
PHX,ATL,39,0.506,0.318,36,24,36,0.414,0.323,23,3,14,1,1,1
LAC,MEM,39,0.549,0.391,30,23,38,0.481,0.308,28,11,7,2,2,1
CLE,POR,43,0.518,0.406,32,28,42,0.467,0.406,30,19,10,1,1,1
SAC,CHA,45,0.517,0.412,31,22,51,0.573,0.469,25,1,25,0,2,0
PHI,SAS,36,0.45,0.318,32,23,39,0.448,0.32,31,16,4,2,0,1
LAL,OKC,38,0.413,0.333,29,24,56,0.602,0.467,37,10,39,2,2,0
CHI,TOR,43,0.462,0.394,34,29,45,0.489,0.395,42,10,18,0,4,0
BKN,MIN,37,0.514,0.467,34,22,36,0.45,0.091,25,12,5,1,1,1
BOS,CLE,41,0.446,0.333,43,27,31,0.348,0.25,39,23,2,1,2,1
ORL,HOU,35,0.385,0.194,39,16,42,0.472,0.441,42,0,28,0,2,0
MIA,DET,43,0.512,0.5,34,29,41,0.477,0.375,30,9,7,2,2,1
UTA,NOP,38,0.452,0.219,30,23,41,0.5,0.467,35,6,13,3,1,0
MIL,IND,44,0.587,0.529,28,33,41,0.488,0.2,22,25,3,1,3,1
DAL,GSW,43,0.478,0.442,33,29,48,0.527,0.406,39,3,12,0,4,0
DEN,PHX,51,0.622,0.444,40,35,39,0.424,0.371,21,23,8,2,1,1
WAS,NYK,48,0.593,0.391,36,27,41,0.477,0.368,28,19,9,2,1,1
LAC,OKC,45,0.45,0.3,30,29,51,0.537,0.441,35,13,12,0,3,0
HOU,GSW,42,0.472,0.34,32,20,48,0.552,0.433,39,9,14,2,1,0
PHI,DET,44,0.489,0.467,42,29,30,0.385,0.318,28,40,2,4,0,1
SAS,PHX,41,0.471,0.367,37,21,35,0.422,0.233,37,19,8,4,0,1
LAL,CHA,38,0.404,0.25,34,24,42,0.424,0.364,40,2,25,1,1,0
BOS,MIN,38,0.404,0.167,39,24,28,0.368,0.304,34,12,7,2,0,1
MIA,NYK,38,0.404,0.286,29,24,39,0.488,0.385,31,10,6,2,2,1
POR,ATL,43,0.538,0.433,38,30,30,0.361,0.308,28,25,2,1,1,1
MIL,TOR,41,0.532,0.412,23,26,48,0.558,0.303,31,7,29,1,2,0
DAL,CHI,49,0.533,0.438,27,33,44,0.564,0.5,34,8,13,0,2,0
DEN,UTA,38,0.442,0.4,33,24,38,0.452,0.364,45,21,6,2,2,1
MEM,WAS,35,0.407,0.333,35,20,33,0.393,0.37,36,6,17,0,2,0
BKN,BOS,30,0.33,0.194,43,11,37,0.378,0.278,32,8,6,0,4,0
LAC,GSW,39,0.429,0.273,35,19,39,0.415,0.333,40,4,30,1,3,0
ORL,CLE,49,0.5,0.378,32,29,47,0.5,0.441,31,8,23,2,2,0
DET,HOU,38,0.507,0.48,30,21,38,0.422,0.319,30,16,7,1,1,1
IND,CHI,48,0.558,0.484,39,24,30,0.375,0.313,24,41,2,3,1,1
SAC,DEN,42,0.447,0.36,29,21,35,0.461,0.382,38,13,0,1,3,1
MIN,NOP,44,0.489,0.5,34,26,33,0.423,0.207,31,34,0,4,0,1
WAS,MIL,37,0.474,0.381,30,25,39,0.488,0.318,35,11,7,2,2,0
LAL,ATL,48,0.558,0.444,43,32,41,0.436,0.353,27,26,8,2,0,1
PHX,OKC,39,0.443,0.436,31,24,40,0.465,0.296,34,18,6,1,2,1
MIA,UTA,40,0.482,0.31,29,21,37,0.451,0.313,36,9,8,2,0,1
POR,SAS,48,0.522,0.348,29,19,40,0.494,0.478,32,7,12,1,2,1
DAL,NYK,35,0.38,0.25,31,22,38,0.458,0.375,49,0,13,1,1,0
GSW,DEN,48,0.565,0.433,33,33,47,0.495,0.421,26,18,1,2,2,1
CHI,HOU,40,0.465,0.429,34,26,39,0.453,0.37,40,3,21,0,2,0
BKN,TOR,39,0.39,0.364,44,22,43,0.426,0.294,43,4,12,0,4,0
LAC,ATL,38,0.447,0.5,33,16,38,0.396,0.27,37,15,7,2,0,1
IND,MIL,44,0.557,0.318,32,30,34,0.459,0.259,29,29,3,3,1,1
SAC,SAS,40,0.488,0.348,37,19,44,0.489,0.423,29,14,9,0,4,0
MIN,CLE,52,0.52,0.323,41,30,37,0.44,0.342,29,41,0,1,1,1
NOP,DET,46,0.561,0.273,32,31,41,0.441,0.296,27,14,6,2,0,1
LAL,SAC,37,0.481,0.343,46,30,30,0.345,0.381,33,18,8,2,2,1
DAL,ORL,43,0.518,0.346,33,27,36,0.456,0.379,32,17,9,1,1,1
TOR,MIA,35,0.389,0.333,30,15,39,0.402,0.182,44,5,12,1,2,0
OKC,POR,37,0.44,0.419,27,20,43,0.531,0.435,34,5,21,0,4,0
GSW,LAC,38,0.481,0.348,29,26,46,0.489,0.458,35,9,20,3,1,0
NYK,CHI,48,0.5,0.455,40,24,45,0.459,0.455,38,11,7,1,3,0
BKN,DET,27,0.365,0.324,33,19,48,0.516,0.476,43,4,40,1,3,0
HOU,POR,45,0.45,0.316,32,25,40,0.482,0.346,34,14,2,4,0,1
MIL,ORL,45,0.549,0.211,36,20,39,0.433,0.276,26,20,5,3,1,1
IND,MIA,43,0.494,0.056,33,13,43,0.531,0.433,31,5,16,2,2,0
DEN,ATL,38,0.4,0.243,26,27,40,0.5,0.444,38,6,16,1,1,0
MIN,OKC,39,0.488,0.35,34,22,32,0.4,0.24,31,16,3,3,1,1
CHA,DAL,43,0.512,0.385,39,16,39,0.47,0.417,36,11,10,1,1,0
WAS,UTA,41,0.526,0.4,36,25,43,0.467,0.333,28,12,10,0,2,0
MEM,NOP,37,0.42,0.263,36,21,34,0.442,0.314,31,11,11,2,2,1
PHI,BOS,38,0.463,0.393,34,20,43,0.483,0.371,35,22,19,1,3,0
LAL,SAS,36,0.414,0.342,35,22,31,0.408,0.4,38,19,3,3,0,1
SAC,LAC,42,0.494,0.308,34,23,43,0.512,0.419,31,1,16,0,4,0
TOR,CLE,53,0.5,0.429,45,31,34,0.382,0.231,26,35,0,1,2,1
PHX,HOU,37,0.463,0.424,34,27,39,0.415,0.319,39,11,27,0,4,0
MIL,GSW,36,0.424,0.393,25,21,44,0.557,0.333,33,5,14,1,1,0
IND,CLE,39,0.459,0.476,38,16,37,0.435,0.206,37,2,22,3,1,1
ATL,BKN,37,0.463,0.393,38,21,40,0.46,0.382,30,5,10,1,3,0
DEN,MEM,27,0.386,0.318,35,15,30,0.39,0.292,28,13,15,3,1,1
CHA,UTA,32,0.41,0.333,38,17,28,0.364,0.343,37,11,7,1,1,1
MIN,NYK,49,0.516,0.37,27,33,45,0.542,0.5,27,19,8,2,0,1
WAS,ORL,54,0.568,0.25,27,26,41,0.513,0.414,28,9,4,3,1,1
NOP,POR,45,0.549,0.368,34,26,45,0.446,0.286,25,16,8,2,2,1
SAS,DEN,41,0.519,0.519,37,23,29,0.349,0.25,30,38,0,2,2,1
CHI,DET,42,0.483,0.472,34,27,41,0.446,0.414,32,10,4,1,3,1
LAC,SAC,46,0.561,0.387,34,29,43,0.506,0.353,27,25,4,4,0,1
DAL,LAL,34,0.378,0.256,35,20,43,0.453,0.308,48,10,11,1,3,0
WAS,BKN,46,0.495,0.435,41,31,42,0.424,0.279,34,23,0,1,2,1
CHA,OKC,33,0.398,0.321,41,16,39,0.402,0.308,38,6,13,1,1,0
TOR,GSW,45,0.484,0.32,30,22,47,0.58,0.375,27,3,27,0,2,0
NYK,NOP,46,0.474,0.353,34,28,45,0.474,0.281,34,19,5,1,1,0
PHX,IND,35,0.412,0.243,31,20,48,0.545,0.478,34,2,33,0,2,0
MIA,MIL,35,0.461,0.379,46,23,25,0.316,0.143,32,18,8,3,0,1
MIN,POR,43,0.538,0.368,31,21,39,0.494,0.44,30,26,5,2,2,1
PHI,TOR,40,0.494,0.24,38,22,38,0.4,0.281,32,21,0,1,3,1
CHI,MIA,42,0.477,0.41,38,27,40,0.476,0.333,36,19,5,1,3,1
BKN,NYK,32,0.368,0.344,34,16,42,0.512,0.563,43,4,21,0,4,0
LAC,HOU,44,0.557,0.4,37,30,38,0.404,0.295,24,15,10,2,2,1
CLE,GSW,43,0.457,0.25,31,26,41,0.482,0.375,35,9,14,0,2,0
DET,CHA,42,0.488,0.517,35,27,43,0.512,0.476,40,9,18,1,2,0
UTA,IND,36,0.444,0.273,29,11,41,0.532,0.538,35,2,23,1,1,0
ATL,SAS,40,0.465,0.36,39,23,37,0.425,0.364,29,7,14,1,1,1
WAS,MIL,32,0.421,0.286,28,19,38,0.469,0.5,29,4,11,2,2,0
MEM,LAL,42,0.512,0.455,42,24,38,0.396,0.343,32,20,2,2,2,1
OKC,SAC,36,0.419,0.3,41,20,33,0.393,0.233,31,16,15,3,1,1
BOS,NOP,40,0.396,0.38,41,27,45,0.45,0.259,42,5,12,0,2,0
ORL,MIN,40,0.444,0.355,36,24,43,0.439,0.438,26,9,7,1,1,1
POR,PHX,46,0.505,0.486,34,21,37,0.416,0.39,31,27,5,4,0,1
DEN,DAL,40,0.465,0.308,32,23,38,0.487,0.296,30,23,7,2,2,1
CHI,GSW,45,0.425,0.256,35,24,42,0.5,0.394,44,11,19,0,2,0
BKN,SAS,35,0.422,0.361,41,23,34,0.415,0.474,35,8,17,0,2,0
LAC,DEN,40,0.46,0.333,31,22,42,0.433,0.2,34,7,12,2,1,1
MIL,MIA,33,0.434,0.393,33,23,38,0.463,0.417,36,8,12,0,3,0
ATL,NOP,37,0.416,0.25,31,32,35,0.438,0.37,34,7,19,1,1,1
SAC,UTA,38,0.528,0.619,28,19,46,0.568,0.414,23,10,20,0,3,0
CHA,WAS,48,0.49,0.484,36,27,40,0.488,0.565,33,28,2,3,1,1
MEM,NYK,41,0.451,0.357,29,23,35,0.427,0.259,33,18,3,1,1,1
TOR,DET,34,0.425,0.355,37,24,37,0.42,0.357,31,15,4,4,0,1
OKC,LAL,46,0.484,0.343,33,22,38,0.469,0.385,24,25,2,2,2,1
BOS,PHI,30,0.405,0.241,28,13,34,0.466,0.353,33,6,21,3,1,0
CLE,ORL,38,0.447,0.294,32,22,41,0.466,0.227,33,23,1,2,2,1
HOU,MIN,42,0.477,0.436,34,24,38,0.469,0.333,32,19,4,4,0,1
POR,IND,37,0.394,0.313,43,17,36,0.396,0.269,36,15,6,2,0,1
LAL,IND,44,0.55,0.321,41,26,37,0.381,0.08,32,15,9,1,1,1
BKN,MIA,36,0.474,0.281,34,20,35,0.417,0.318,31,6,16,3,1,1
DET,WAS,40,0.5,0.333,28,25,41,0.5,0.457,26,15,20,1,3,0
UTA,NYK,42,0.462,0.355,37,19,44,0.494,0.55,29,10,10,0,2,0
DEN,PHX,35,0.449,0.389,35,23,40,0.494,0.424,33,8,15,2,1,0
TOR,SAS,34,0.4,0.346,41,16,31,0.341,0.25,39,14,8,1,1,1
MEM,SAC,39,0.443,0.294,35,24,32,0.4,0.407,33,18,7,2,1,1
PHI,MIL,45,0.529,0.4,34,32,33,0.402,0.313,27,22,1,2,2,1
CLE,OKC,46,0.517,0.27,25,32,58,0.58,0.467,36,0,31,1,1,0
HOU,GSW,41,0.471,0.378,34,19,40,0.488,0.472,29,17,4,2,1,1
POR,DAL,45,0.523,0.5,31,19,38,0.458,0.4,26,18,2,2,1,1
UTA,LAC,45,0.549,0.393,45,21,36,0.439,0.306,27,25,0,3,1,1
ATL,CHI,35,0.38,0.229,36,27,40,0.5,0.438,44,0,25,0,3,0
MIN,TOR,38,0.469,0.438,29,21,39,0.47,0.364,27,10,11,1,1,1
CHA,MIA,41,0.456,0.259,35,22,43,0.494,0.464,39,10,11,0,4,0
NOP,MEM,39,0.5,0.259,35,23,37,0.451,0.429,34,21,0,2,2,1
SAS,IND,35,0.427,0.265,36,24,37,0.44,0.211,34,5,17,0,2,0
LAL,NYK,51,0.56,0.385,27,31,44,0.543,0.48,26,22,6,1,1,1
BOS,ORL,37,0.435,0.296,33,22,43,0.467,0.286,31,6,19,3,1,0
DET,BKN,38,0.422,0.31,36,21,37,0.463,0.419,39,5,15,3,1,0
LAC,MIN,47,0.56,0.333,32,31,43,0.473,0.318,29,4,10,0,4,0
HOU,MIA,36,0.444,0.405,30,20,39,0.476,0.233,33,9,14,2,0,1
MIL,PHX,38,0.535,0.294,24,20,39,0.494,0.346,25,7,10,2,0,1
DAL,WAS,38,0.437,0.323,43,20,26,0.302,0.219,30,25,4,2,0,1
ATL,UTA,40,0.482,0.462,34,24,33,0.434,0.267,32,26,1,2,0,1
DEN,POR,34,0.41,0.333,35,23,36,0.424,0.32,33,8,7,3,1,1
CHA,SAC,38,0.442,0.4,37,22,43,0.443,0.455,32,20,5,2,0,1
MEM,PHI,33,0.423,0.385,21,14,32,0.451,0.452,32,5,15,1,1,1
NOP,CHI,47,0.416,0.364,40,32,45,0.489,0.258,48,13,18,2,0,1
GSW,NYK,46,0.554,0.433,33,40,43,0.518,0.409,32,18,10,2,0,1
LAL,BOS,40,0.44,0.269,37,18,42,0.467,0.341,35,6,14,1,1,1
SAS,CLE,47,0.5,0.286,32,23,35,0.486,0.286,35,14,6,2,0,1
ORL,SAC,36,0.434,0.355,29,23,43,0.494,0.308,33,11,8,0,2,0
OKC,BKN,40,0.426,0.28,34,12,37,0.468,0.421,37,4,15,1,1,1
PHI,CHI,42,0.519,0.5,42,31,36,0.383,0.297,33,25,0,2,1,1
LAC,BOS,35,0.443,0.238,30,26,39,0.419,0.35,37,4,19,1,1,0
DET,UTA,38,0.392,0.226,42,23,38,0.396,0.323,35,9,7,0,2,0
POR,MIN,45,0.549,0.548,31,24,45,0.536,0.375,28,19,8,2,2,1
POR,MIN,45,0.549,0.548,31,24,45,0.536,0.375,28,,,,,1
IND,PHX,45,0.563,0.375,36,32,35,0.417,0.257,32,38,0,2,0,1
DAL,HOU,35,0.427,0.429,40,24,36,0.439,0.412,36,3,20,0,4,0
ATL,TOR,37,0.394,0.333,35,19,39,0.438,0.389,40,0,32,0,4,0
CHA,NOP,36,0.424,0.286,39,16,39,0.448,0.346,34,4,11,0,2,0
MEM,SAS,36,0.434,0.111,32,19,38,0.463,0.417,34,2,23,0,4,0
GSW,MIN,48,0.539,0.568,36,37,46,0.455,0.3,30,16,0,2,1,1
MIA,SAC,31,0.378,0.353,39,19,38,0.469,0.417,33,12,8,0,2,0
DEN,NYK,48,0.6,0.5,30,36,45,0.549,0.381,30,18,1,1,1,1
OKC,WAS,45,0.517,0.333,27,18,42,0.488,0.457,27,19,0,1,1,1
SAS,PHI,30,0.4,0.125,31,20,38,0.481,0.429,38,2,25,0,2,0
CHI,LAL,35,0.376,0.472,37,21,41,0.451,0.208,38,3,17,0,2,0
PHX,NYK,33,0.351,0.333,30,15,41,0.482,0.36,39,0,27,0,2,0
CLE,IND,46,0.561,0.351,36,27,43,0.473,0.419,29,19,0,1,3,1
MIL,BKN,43,0.518,0.522,41,28,33,0.371,0.235,34,28,0,2,1,1
DAL,POR,35,0.393,0.333,29,17,39,0.494,0.333,44,12,22,1,2,0
DAL,POR,35,0.393,0.333,29,17,39,0.494,0.333,44,,,,,0
CHA,ATL,40,0.455,0.382,32,25,37,0.468,0.5,33,13,5,4,0,1
TOR,UTA,37,0.389,0.259,36,23,36,0.414,0.476,37,12,10,1,1,0
MEM,LAC,39,0.481,0.296,35,31,39,0.488,0.37,33,7,14,2,2,0
NOP,HOU,44,0.537,0.407,36,36,36,0.462,0.333,33,21,2,1,3,1
GSW,BOS,38,0.452,0.37,33,19,37,0.435,0.5,34,10,10,1,1,1
MIA,CHA,38,0.447,0.308,40,25,29,0.345,0.208,34,10,15,4,0,1
DET,OKC,39,0.464,0.364,30,24,45,0.484,0.424,30,2,27,1,1,0
IND,ORL,47,0.54,0.278,29,25,42,0.545,0.32,27,5,21,3,0,1
ATL,WAS,38,0.432,0.279,21,24,49,0.576,0.563,31,0,25,2,2,0
DEN,DAL,34,0.42,0.364,44,23,34,0.4,0.355,35,13,9,2,2,1
MIN,BKN,42,0.438,0.19,33,20,38,0.463,0.3,32,26,2,1,1,1
SAS,SAC,45,0.5,0.44,39,33,35,0.427,0.529,28,15,4,4,0,1
CHI,MIL,36,0.414,0.353,31,25,41,0.532,0.464,36,4,23,2,2,0
CLE,DET,42,0.506,0.429,41,27,40,0.421,0.389,36,17,6,3,1,1
HOU,PHX,32,0.444,0.297,38,17,36,0.424,0.242,36,18,3,4,0,1
TOR,LAL,46,0.5,0.387,41,23,40,0.44,0.32,31,22,3,2,0,1
OKC,PHI,45,0.489,0.303,24,21,38,0.5,0.379,28,12,7,2,0,1
NOP,LAC,38,0.447,0.257,40,23,45,0.469,0.321,39,21,11,3,1,0
MIL,PHI,38,0.475,0.393,34,26,36,0.439,0.077,33,16,10,2,2,1
IND,CHA,45,0.542,0.286,32,28,37,0.446,0.29,29,14,4,2,2,1
DAL,MIA,33,0.384,0.276,29,20,34,0.453,0.387,30,4,18,0,2,0
ATL,MIN,39,0.494,0.382,36,27,39,0.47,0.368,28,5,11,1,1,1
DEN,BOS,42,0.452,0.303,32,31,43,0.473,0.472,30,6,20,0,2,0
MEM,PHX,47,0.566,0.5,26,29,38,0.463,0.304,22,25,10,1,3,1
SAS,DEN,46,0.5,0.375,30,33,40,0.465,0.435,28,9,7,2,2,1
NYK,BKN,39,0.438,0.5,35,22,36,0.414,0.243,38,25,3,4,0,1
LAC,POR,35,0.412,0.273,41,22,36,0.367,0.433,41,3,22,1,3,0
HOU,ORL,39,0.506,0.371,32,17,42,0.506,0.484,26,7,5,2,0,1
DET,CLE,49,0.527,0.391,39,30,38,0.452,0.371,34,16,4,1,3,1
UTA,GSW,53,0.582,0.5,35,25,39,0.459,0.2,26,30,1,3,1,1
WAS,OKC,34,0.382,0.28,36,27,30,0.375,0.281,38,9,6,1,1,1
TOR,MIN,39,0.481,0.31,30,28,42,0.494,0.417,30,9,13,1,1,1
NOP,SAC,39,0.506,0.36,34,26,46,0.474,0.385,35,9,12,2,2,0
PHX,DAL,40,0.482,0.367,39,23,32,0.364,0.278,34,23,0,3,0,1
BKN,PHI,39,0.506,0.406,30,19,36,0.474,0.389,27,11,9,1,3,1
BOS,NYK,40,0.482,0.423,44,27,28,0.322,0.176,35,33,5,3,1,1
ORL,LAL,44,0.543,0.563,31,28,39,0.47,0.2,32,29,6,1,1,1
CLE,MIA,28,0.35,0.231,38,18,36,0.434,0.107,46,14,4,2,1,1
POR,CHI,46,0.561,0.469,43,21,41,0.414,0.382,24,29,0,2,0,1
POR,CHI,46,0.561,0.469,43,21,41,0.414,0.382,24,,,,,1
IND,MEM,37,0.529,0.385,25,20,39,0.476,0.462,27,9,5,2,0,1
